incident_id,participant_id,ndis_number,dob,incident_date,incident_time,notification_date,location,address,incident_type,subcategory,severity,reportable,carer_id,description,immediate_action,actions_taken,contributing_factors,reported_by,injury_type,injury_severity,treatment_required,medical_attention_required,medical_treatment_type,medical_outcome,notification_time_frame
INC0542,P071,6777339499,1989-09-19,2025-01-31,23:23,2025-02-01,Supported Independent Living (SIL) Home,"7965 Sara Fall Suite 518, Parramatta, NSW 2150",Neglect (Expanded),Unsafe hygiene,High,True,C2315,Vital signs monitoring was missed as per care plan.,Participant’s health and emotional state assessed immediately.,Medication administration procedures reinforced.,Understaffing led to missed checks,Michele Peterson,Deep wounds,High,False,False,,,24 hours
INC0543,P083,7057250858,2000-09-04,2025-04-06,19:57,2025-04-06,Participant's residence - Outdoor area,"89418 Sandra Corner, Liverpool, NSW 2170",Environmental Hazard,Fire alarm,Medium,True,C5848,Uncovered power outlet discovered in common room.,Safety of participants and staff ensured.,Quality improvement process initiated for facility maintenance.,Unsecured power cables,Albert Jones,,,False,False,,,5 business days
INC0544,P027,3005974357,1978-10-23,2024-11-27,08:59,2024-11-27,Participant's residence - Hallway,"197 Smith Viaduct, Liverpool, NSW 2170",Death,Palliative cases,Critical,True,C5647,Death occurred in hospice care as planned.,Police contacted as per protocol for unexplained death.,Policies and procedures regarding death in service reviewed.,Underlying health condition,William Fisher,Severe head injury,Critical,True,False,,,24 hours
INC0545,P063,8858847610,1977-02-03,2024-11-09,18:06,2024-11-10,Supported Independent Living (SIL) Home,"09019 Jessica Fields, Chatswood, NSW 2067",Medical Incident (Non-Injury),Overheating,Medium,True,C6052,Participant reported chest discomfort during a group walk.,Vital signs checked and recorded.,Staff training on recognising and responding to medical emergencies.,Changes in medication,Cathy Harris,,,False,False,,,5 business days
INC0546,P039,4001552981,1972-04-13,2025-01-29,00:15,2025-01-30,Office/Administrative Area,"169 Natalie Avenue, Wollongong, NSW 2500",Death,Hospital-related,Critical,True,C4747,"Following a long illness, participant died in hospital.",Support staff followed emergency protocol and contacted emergency services and the on-call nurse.,Staff training on emergency response protocols reinforced.,Recent hospitalization,Tiffany Kim,,,False,False,,,24 hours
INC0547,P002,3080635547,1994-06-09,2025-08-16,10:59,2025-08-16,Participant's residence - Bedroom,"8462 Mills Plain, Bondi, NSW 2026",Self-Harm / Suicide,Ingestion of harmful substances,Critical,True,C1654,Staff found participant in a potentially dangerous situation with intent to self-harm.,Participant placed on 1:1 support for the evening. Mental health team alerted.,Counselling and therapeutic support provided to the participant.,Stress or anxiety,Jonathan Walker,,,False,False,,,24 hours
INC0548,P090,8640941618,2004-04-03,2025-09-02,00:16,2025-09-02,Participant's residence - Hallway,"4887 Bryant Landing Apt. 955, Newcastle, NSW 2300",Death,Unexpected,Critical,True,C5436,Death occurred peacefully in their room with family present.,Support staff followed emergency protocol and contacted emergency services and the on-call nurse.,Incident reported to the NDIS Commission immediately.,Delayed emergency response,Jeffery Little,,,False,False,,,24 hours
INC0549,P061,5399558626,1984-05-22,2025-03-08,10:10,2025-03-08,Respite Care Facility,"20578 Brenda Knolls, Blacktown, NSW 2148",Service Complaint,Delays,Low,False,C7654,Guardian raised concern about staff delay in morning care.,Complaint acknowledged and investigated internally.,Review of the participant's support plan.,Inadequate training on specific care needs,Curtis Watson,,,False,False,,,7 days
INC0550,P058,1227552147,1982-06-26,2024-12-20,18:05,2024-12-20,Day Program Center,"6151 Meghan Neck Apt. 588, Wollongong, NSW 2500",Abuse or Neglect,Sexual,High,True,C6791,Participant reported feeling scared after staff member yelled at them.,Participant provided with a safe space and emotional support.,Regular follow-up with the participant and guardian.,Environmental factors contributing to risk,Peter Mckenzie,Severe head injury,High,False,False,,,24 hours
INC0551,P057,9601148257,1979-10-05,2024-11-19,06:24,2024-11-19,Participant's residence - Activity room,"5717 Tanya Inlet Apt. 028, Parramatta, NSW 2150",Medical Incident (Non-Injury),Allergic reaction,Medium,True,C2638,Participant experienced difficulty breathing.,Support provided to the participant.,All staff reminded to review allergy profiles weekly.,Staff not recognizing warning signs,John Lewis,Lacerations,Medium,False,False,,,5 business days
INC0552,P063,8858847610,1977-02-03,2025-03-10,07:26,2025-03-10,At participant's residence driveway,"3850 Rodriguez Trace, Blacktown, NSW 2148",Transport Incident,Fall during entry/exit,High,True,C7095,Minor collision occurred while transporting participants.,Risk assessment of the transport route.,Staff training on safe vehicle operation and passenger assistance.,Failure to use or check safety equipment,Rachel Bailey,,,False,False,,,24 hours
INC0553,P094,7281801478,1994-10-04,2025-08-10,04:28,2025-08-10,Therapy Room,"24460 Lopez Trafficway Apt. 891, Blacktown, NSW 2148",Near Miss,Almost tripped,Low,False,C2512,Equipment was found to be faulty before use.,Guardian/family notified if there was a potential risk.,Communication with staff about vigilance and safety culture.,Trip hazard not removed,Emily Henson,Scrapes,Low,False,False,,,7 days
INC0554,P070,8210928896,1991-08-24,2025-04-29,15:22,2025-04-29,Healthcare Facility (Hospital/Clinic),"8308 Bethany Plaza Suite 366, Liverpool, NSW 2170",Medical Incident (Non-Injury),Sudden illness onset,Medium,True,C7457,Participant reported chest discomfort during a group walk.,Participant monitored closely for changes in condition.,Follow-up appointments scheduled with medical professionals.,Inadequate monitoring as per care plan,Karen Bell,Minor burns,Medium,True,False,,,5 business days
INC0555,P030,4645819316,2002-05-02,2025-05-02,07:35,2025-05-02,Participant's residence - Bathroom,"9998 Welch Drive, Penrith, NSW 2750",Financial Misconduct / Error,Unauthorised transactions,Medium,True,C4114,Receipts for purchases did not match the participant's plan.,Participant and guardian informed.,Policies on managing participant funds updated and reinforced.,Participant's financial plan not reviewed,Raymond Bryant,Lacerations,Medium,False,False,,,5 business days
INC0556,P076,6605241636,1992-06-06,2025-02-18,16:56,2025-02-18,Participant's residence - Kitchen,"357 Aguilar Crossing, Parramatta, NSW 2150",Service Complaint,Poor care quality,Low,False,C3523,Complaint regarding difficulty accessing necessary services or appointments.,Relevant staff members involved in the discussion.,Review of the participant's support plan.,Systemic issues with service delivery,Jennifer Todd,Scrapes,Low,True,True,None,Full recovery,7 days
INC0557,P090,8640941618,2004-04-03,2024-12-10,01:49,2024-12-10,Respite Care Facility,"65843 Joseph Harbor, Campbelltown, NSW 2560",Self-Harm / Suicide,Cutting,Critical,True,C2480,Incident involving ligature use.,Review of participant's risk assessment and safety plan.,Quality improvement process initiated related to mental health support.,Previous history of self-harm,Jonathan Ramirez MD,,,False,False,,,24 hours
INC0558,P013,2147465649,1994-03-21,2025-03-14,07:35,2025-03-14,Respite Care Facility,"058 Heather Shores, Penrith, NSW 2750",Service Complaint,Staff rudeness,Low,False,C4097,Feedback received about inadequate communication from staff.,Participant offered restorative discussion.,Formal response provided to the complainant.,Lack of understanding of participant's needs,Kristine Sanders,Bruising,Low,False,False,,,7 days
INC0559,P080,4514440233,1986-07-28,2025-02-02,15:21,2025-02-03,Participant's residence - Outdoor area,"84885 Scott Dam Suite 912, Penrith, NSW 2750",Financial Misconduct / Error,Misuse of funds,Medium,True,C1205,Funds deducted from participant’s account in error.,Participant and guardian informed.,Policy on spending reviewed with all staff.,Staff acting unethically,Madison Gordon,Sprains,Medium,True,True,None,Permanent impairment,5 business days
INC0560,P017,1419842311,1972-04-15,2025-06-20,22:45,2025-06-20,Participant's residence - Bathroom,"7494 Murray Corner, Penrith, NSW 2750",Verbal Abuse / Argument,Hostile disagreements,Low,False,C7358,Participant made offensive comments towards another person.,Environment made calm.,Behaviour therapist updated support plan.,Underlying behavioural issues,Andrew Brown,,,False,False,,,7 days
INC0561,P042,9430150748,1974-06-19,2024-09-20,00:41,2024-09-21,Participant's residence - Dining area,"10811 Sandra Square, Campbelltown, NSW 2560",Self-Harm / Suicide,Cutting,Critical,True,C5870,Participant expressed suicidal thoughts during a support conversation.,First aid administered. Guardian and psychologist contacted.,Discussion with family/guardian about ongoing support.,Lack of 1:1 supervision as per care plan,Martin Parker,,,False,False,,,24 hours
INC0562,P066,2619533257,1989-07-15,2025-03-29,09:50,2025-03-29,Participant's residence - Outdoor area,"52603 Tapia Ways, Parramatta, NSW 2150",Verbal Abuse / Argument,Hostile disagreements,Low,False,C7344,Staff member was verbally abused by a participant.,Verbal redirection and positive behaviour cues applied.,Discussion with all participants about respectful communication.,Miscommunication about schedule,Steven Cohen,Minor cuts,Low,True,True,Surgery,Permanent impairment,7 days
INC0563,P018,5524271134,1966-07-22,2024-11-18,14:24,2024-11-19,Day Program Center,"3950 Jason Ridges, Sydney, NSW 2000",Verbal Abuse / Argument,Hostile disagreements,Low,False,C9513,Disagreement escalated to shouting and yelling.,Specific behaviour support strategies implemented immediately.,Review of triggers and antecedents to the behaviour.,Previous unresolved disputes,Ann Mills,,,False,False,,,7 days
INC0564,P032,2098196737,1971-06-03,2024-10-04,07:51,2024-10-04,Participant's residence - Hallway,"012 Lisa View Apt. 883, Sydney, NSW 2000",Service Complaint,Inaccessible services,Low,False,C2243,Complaint regarding difficulty accessing necessary services or appointments.,Relevant staff members involved in the discussion.,Policies and procedures on complaints management reviewed.,Staff fatigue or low morale,Sabrina King,,,False,False,,,7 days
INC0565,P099,1527838445,1994-12-03,2024-12-12,04:29,2024-12-13,Participant's residence - Bedroom,"9042 Justin Knolls, Parramatta, NSW 2150",Behavioural Incident,Disruption,Medium,True,C9525,Participant caused significant disruption to a planned outing.,Specific behaviour support strategies implemented.,Environmental modifications to reduce triggers.,Previous incidents not adequately addressed,Antonio Gilbert,,,False,False,,,5 business days
INC0566,P097,2798248518,1985-01-09,2025-08-09,12:52,2025-08-09,Participant's residence - Staff office,"8669 David Fall Suite 610, Wollongong, NSW 2500",Abuse or Neglect,Neglect of care,High,True,C5834,Witness reported seeing staff handle participant roughly.,Participant provided with a safe space and emotional support.,Internal investigation initiated and risk management plan updated.,Inadequate training in safeguarding procedures,Carol Hernandez,,,False,False,,,24 hours
INC0567,P001,5505520887,2004-07-24,2024-10-24,02:46,2024-10-24,Day Program Center,"5853 Christopher Parks Suite 500, Blacktown, NSW 2148",Verbal Abuse / Argument,Threatening language,Low,False,C3392,Staff member was verbally abused by a participant.,Risk assessment of the situation.,Formal report to NDIS Commission if reportable.,Miscommunication about schedule,Randy Knight,,,False,False,,,7 days
INC0568,P035,5523828723,1976-03-07,2024-12-23,11:09,2024-12-24,Participant's residence - Kitchen,"86644 Scott Crossroad, Campbelltown, NSW 2560",Self-Harm / Suicide,Threats to self,Critical,True,C7962,Participant made verbal threats to end their life.,Review of participant's risk assessment and safety plan.,Quality improvement process initiated related to mental health support.,Changes in routine or environment,Isaac Ward,,,False,False,,,24 hours
INC0569,P052,8255878935,1979-12-05,2025-06-25,06:30,2025-06-26,Participant's residence - Staff office,"66443 Smith Rue, Wollongong, NSW 2500",Verbal Abuse / Argument,Threatening language,Low,False,C6691,Threatening language used by a visitor towards staff.,Support offered to any witnesses.,Formal report to NDIS Commission if reportable.,Staff not recognizing early signs of escalation,Patricia Wu,,,False,False,,,7 days
INC0570,P036,7336246884,1990-01-18,2025-04-14,03:47,2025-04-15,Healthcare Facility (Hospital/Clinic),"0462 Little Lock Apt. 048, Parramatta, NSW 2150",Unethical Staff Behaviour,Breach of duty of care,High,True,C6658,Confidential participant information was shared inappropriately.,NDIS Commission notified immediately.,Support provided to participants who were impacted.,Violation of professional boundaries,Melissa Morales,Multiple fractures,High,False,False,,,24 hours
INC0571,P082,6075386712,1960-08-19,2025-04-16,19:44,2025-04-16,Participant's residence - Bathroom,"5784 Scott Stravenue Suite 680, Bondi, NSW 2026",Near Miss,Door not secured,Low,False,C6948,Participant almost accessed an unsupervised area with known risks.,Environment made safe.,Formal report to NDIS Commission if reportable (based on potential outcome).,Failure to follow existing procedures,Thomas Hayes,Scrapes,Low,True,False,,,7 days
