incident_id,participant_id,ndis_number,dob,incident_date,incident_time,notification_date,location,incident_type,subcategory,severity,reportable,description,immediate_action,actions_taken,contributing_factors,reported_by,injury_type,injury_severity,treatment_required,medical_attention_required,medical_treatment_type,medical_outcome
569,219,955594651,1959-10-29,2024-12-30,13:29,,"883 George St, Chatswood NSW 2504",Equipment Failure,Wheelchair breakdown,Major,Non-Reportable,An incident of type Equipment Failure (Wheelchair breakdown) occurred. A Equipment Failure incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,175,,,True,True,First Aid,Stable
570,70,712867675,2016-09-14,2025-01-01,10:44,,Care Home 17,Service Complaint,Inaccessible services,Major,Non-Reportable,An incident of type Service Complaint (Inaccessible services) occurred. A Service Complaint incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,38,,,True,True,First Aid,Recovered
571,208,924559878,2013-03-27,2025-01-01,13:24,,Care Home 1,Neglect (Expanded),Unsafe hygiene,Minor,Non-Reportable,An incident of type Neglect (Expanded) (Unsafe hygiene) occurred. A Neglect (Expanded) incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,18,,,False,False,,
572,323,118307427,1948-05-06,2025-01-01,21:13,2025-01-02,Care Home 6,Neglect (Expanded),Ignoring medical needs,Critical,Reportable,An incident of type Neglect (Expanded) (Ignoring medical needs) occurred. A Neglect (Expanded) incident occurred. This occurred in a supervised residential setting. The matter was escalated promptly and relevant parties were notified.,Safety of the participant was assessed. Emergency services were contacted.,Incident was documented. Relevant authorities were notified as per reporting guidelines.,human factors; environmental factors,156,,,True,True,Specialist Consultation,Recovered
573,109,941745770,1942-01-31,2025-01-02,10:23,,Care Home 5,Assault (Unlawful Contact),Threats of violence,Minor,Non-Reportable,An incident of type Assault (Unlawful Contact) (Threats of violence) occurred. A Assault (Unlawful Contact) incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,132,,,False,False,,
574,27,421125788,1970-10-01,2025-01-03,05:29,,Care Home 15,Infectious Disease Exposure,Flu outbreaks,Minor,Non-Reportable,An incident of type Infectious Disease Exposure (Flu outbreaks) occurred. A Infectious Disease Exposure incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,66,,,False,False,,
575,170,761730092,1956-08-31,2025-01-03,11:39,,"111 Bridge Rd, Glebe NSW 2907",Medical Incident (Non-Injury),Allergic reaction,Minor,Non-Reportable,An incident of type Medical Incident (Non-Injury) (Allergic reaction) occurred. A Medical Incident (Non-Injury) incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,169,,,False,False,,
576,208,924559878,2013-03-27,2025-01-05,16:04,,Care Home 1,Unethical Staff Behaviour,Breach of duty of care,Major,Non-Reportable,An incident of type Unethical Staff Behaviour (Breach of duty of care) occurred. A Unethical Staff Behaviour incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,109,,,True,True,First Aid,Stable
577,529,058622452,1942-03-23,2025-01-05,17:06,2025-01-06,Care Home 22,Equipment Failure,Hoist malfunction,Critical,Reportable,An incident of type Equipment Failure (Hoist malfunction) occurred. A Equipment Failure incident occurred. This occurred in a supervised residential setting. The matter was escalated promptly and relevant parties were notified.,Safety of the participant was assessed. Emergency services were contacted.,Incident was documented. Relevant authorities were notified as per reporting guidelines.,human factors; environmental factors,85,,,True,True,GP Visit,Recovered
578,349,231351953,1993-12-14,2025-01-06,00:20,,Care Home 5,Sexual Misconduct,Inappropriate touching,Minor,Non-Reportable,An incident of type Sexual Misconduct (Inappropriate touching) occurred. A Sexual Misconduct incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,92,,,False,False,,
579,428,831356363,1939-11-27,2025-01-06,07:43,,Care Home 24,Equipment Failure,Hoist malfunction,Minor,Non-Reportable,An incident of type Equipment Failure (Hoist malfunction) occurred. A Equipment Failure incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,70,,,False,False,,
580,460,167017746,2006-03-05,2025-01-06,13:36,,Care Home 23,Sexual Misconduct,Exhibitionism,Minor,Non-Reportable,An incident of type Sexual Misconduct (Exhibitionism) occurred. A Sexual Misconduct incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,1,,,False,False,,
581,479,507434901,1973-07-09,2025-01-07,20:27,,Care Home 7,Transport Incident,Fall during entry/exit,Minor,Non-Reportable,An incident of type Transport Incident (Fall during entry/exit) occurred. A Transport Incident incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,179,,,False,False,,
582,503,392643855,2002-12-09,2025-01-07,22:48,,"654 Queen St, Surry Hills NSW 2744",Environmental Hazard,Flooding,Minor,Non-Reportable,An incident of type Environmental Hazard (Flooding) occurred. A Environmental Hazard incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,149,,,False,False,,
583,600,257720131,1944-01-08,2025-01-08,04:11,,"488 Church St, Hornsby NSW 2092",Service Complaint,Delays,Minor,Non-Reportable,An incident of type Service Complaint (Delays) occurred. A Service Complaint incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,126,,,False,False,,
584,257,828776788,1943-05-01,2025-01-08,05:19,,Care Home 7,Service Complaint,Inaccessible services,Minor,Non-Reportable,An incident of type Service Complaint (Inaccessible services) occurred. A Service Complaint incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,105,,,False,False,,
585,579,822423385,2016-02-23,2025-01-09,11:07,2025-01-10,Care Home 1,Serious Injury,Head injury,Critical,Reportable,An incident of type Serious Injury (Head injury) occurred. A Serious Injury incident occurred. This occurred in a supervised residential setting. The matter was escalated promptly and relevant parties were notified.,Safety of the participant was assessed. Emergency services were contacted.,Incident was documented. Relevant authorities were notified as per reporting guidelines.,human factors; environmental factors,17,,,True,True,GP Visit,Recovered
586,335,938502444,1985-04-26,2025-01-10,13:42,,Care Home 9,Transport Incident,Vehicle crash,Minor,Non-Reportable,An incident of type Transport Incident (Vehicle crash) occurred. A Transport Incident incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,29,,,False,False,,
587,229,172488886,1997-08-20,2025-01-11,06:53,,"291 Pitt St, Hornsby NSW 2359",Verbal Abuse / Argument,Participant-to-participant or staff,Minor,Non-Reportable,An incident of type Verbal Abuse / Argument (Participant-to-participant or staff) occurred. A Verbal Abuse / Argument incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,21,,,False,False,,
